,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000010803,-1.378787384,5.322244038,11.07049501,0.000877123,0.01085479,SCMH1,protein_coding
ENSG00000010810,-2.002236042,5.644535925,10.98545194,0.000918299,0.011251173,FYN,protein_coding
ENSG00000010818,0.548076572,4.987438923,1.136925872,0.286302845,0.501547786,HIVEP2,protein_coding
ENSG00000010932,-0.05382546,1.332184651,0.004247383,0.948037092,0.976304492,FMO1,protein_coding
ENSG00000011007,0.659614653,6.456011841,2.551144086,0.110214419,0.297832271,ELOA,protein_coding
ENSG00000011009,0.894722942,5.189745155,3.396625308,0.065329949,0.222367672,LYPLA2,protein_coding
ENSG00000011021,-1.256331105,3.659433784,8.972377215,0.002740917,0.026136879,CLCN6,protein_coding
ENSG00000011028,-1.440394127,5.674415542,5.144349473,0.023322147,0.118765688,MRC2,protein_coding
ENSG00000011083,2.818435375,-3.812368835,3.185954814,0.074273594,0.239728782,SLC6A7,protein_coding
ENSG00000011105,-1.173994819,5.000216907,5.149329742,0.023255348,0.118489202,TSPAN9,protein_coding
ENSG00000011114,0.274856327,5.240086447,0.412659924,0.520622511,0.707049702,BTBD7,protein_coding
ENSG00000011132,0.342334817,3.581134461,0.481198753,0.487879832,0.68326283,APBA3,protein_coding
ENSG00000011143,0.422681546,4.418514789,0.655230969,0.418248657,0.626825896,MKS1,protein_coding
ENSG00000011198,1.410490869,5.099695504,6.787156702,0.009181603,0.062665611,ABHD5,protein_coding
ENSG00000011201,2.413883603,4.308178242,3.760637974,0.052472554,0.196264712,ANOS1,protein_coding
ENSG00000011243,0.216453062,3.766985212,0.25314768,0.614867368,0.775881834,AKAP8L,protein_coding
ENSG00000011258,0.389089192,4.117041882,0.705806814,0.400839373,0.611489321,MBTD1,protein_coding
ENSG00000011260,0.538711495,5.308693652,1.477124083,0.224225029,0.436153847,UTP18,protein_coding
ENSG00000011275,-1.02989197,5.687846238,8.387559379,0.003777979,0.032894727,RNF216,protein_coding
ENSG00000011295,-0.549533107,4.913194054,1.481595017,0.223525134,0.435591435,TTC19,protein_coding
ENSG00000011304,0.558696521,7.109148914,1.891951879,0.168981933,0.374695742,PTBP1,protein_coding
ENSG00000011332,4.38233848,0.882960683,10.62299391,0.001116901,0.013114947,DPF1,protein_coding
ENSG00000011347,1.060347359,3.010095594,1.554893796,0.212414436,0.423295696,SYT7,protein_coding
ENSG00000011376,0.48246057,5.20228045,0.837958736,0.359981227,0.575599369,LARS2,protein_coding
ENSG00000011405,-0.511910487,5.072659537,1.21587537,0.270171634,0.484813441,PIK3C2A,protein_coding
ENSG00000011422,0.431428403,6.432976702,0.319169025,0.572107459,0.746878996,PLAUR,protein_coding
ENSG00000011426,6.194471625,6.303142517,39.90495492,2.66625975440638e-10,2.12975288901972e-08,ANLN,protein_coding
ENSG00000011451,-0.457027957,4.647940718,1.121833482,0.289524,0.504889797,WIZ,protein_coding
ENSG00000011454,-0.250842566,5.959339681,0.464823921,0.495378094,0.688975199,RABGAP1,protein_coding
ENSG00000011465,-4.009590059,11.09616035,35.80164609,2.18463238867606e-09,1.47982378521927e-07,DCN,protein_coding
ENSG00000011478,0.612056298,2.858696929,1.109026002,0.292293772,0.508192581,QPCTL,protein_coding
ENSG00000011485,0.295035169,5.067104679,0.322695091,0.569992478,0.745406475,PPP5C,protein_coding
ENSG00000011523,-1.533979625,4.714312507,14.4660932,0.000142705,0.00241398,CEP68,protein_coding
ENSG00000011566,0.1693161,4.863911972,0.141010934,0.707278068,0.836029107,MAP4K3,protein_coding
ENSG00000011590,0.378896955,-1.131306111,0.291188984,0.589459607,0.758161911,ZBTB32,protein_coding
ENSG00000011600,0.676532478,5.390632216,0.707036525,0.400429373,0.611106372,TYROBP,protein_coding
ENSG00000011638,-0.301408237,5.630452838,0.282966994,0.594763105,0.76281382,TMEM159,protein_coding
ENSG00000011677,8.796304294,2.754727203,9.006916714,0.002689598,0.02583173,GABRA3,protein_coding
ENSG00000012048,3.171886293,5.191278936,28.14418912,1.12605245586718e-07,4.7963284176293e-06,BRCA1,protein_coding
ENSG00000012061,0.04812939,5.851441806,0.009078093,0.924093201,0.964029927,ERCC1,protein_coding
ENSG00000012124,-1.393498844,0.171440046,3.482382781,0.062025368,0.216390775,CD22,protein_coding
ENSG00000012171,-1.32811537,4.226108055,2.091424835,0.148127862,0.35062932,SEMA3B,protein_coding
ENSG00000012174,-0.224301528,3.865606722,0.256799121,0.612327779,0.774456763,MBTPS2,protein_coding
ENSG00000012211,1.673012171,2.94074385,8.314689454,0.003932573,0.033810011,PRICKLE3,protein_coding
ENSG00000012223,-3.97531207,6.227265406,13.03779566,0.000305267,0.004631417,LTF,protein_coding
ENSG00000012232,-0.368021056,6.03297072,0.507674105,0.476147455,0.673890317,EXTL3,protein_coding
ENSG00000012504,-2.199349284,-3.797705939,1.731658653,0.188199211,0.396636816,NR1H4,protein_coding
ENSG00000012660,0.038641455,6.35279312,0.004139873,0.948698033,0.976581485,ELOVL5,protein_coding
ENSG00000012779,1.531974801,2.979782321,2.280522082,0.131007767,0.327178972,ALOX5,protein_coding
ENSG00000012817,6.836639743,-2.188678892,3.419504735,0.06443034,0.220550562,KDM5D,protein_coding
ENSG00000012822,-1.696315825,6.028684353,16.51056744,4.83796833859852e-05,0.000966117,CALCOCO1,protein_coding
ENSG00000012963,0.795594317,6.011038361,3.445283213,0.063432549,0.218742004,UBR7,protein_coding
ENSG00000012983,-0.723285347,5.361805545,3.079025971,0.079308009,0.24841711,MAP4K5,protein_coding
ENSG00000013016,0.068007005,3.523156356,0.009000606,0.924416877,0.964236754,EHD3,protein_coding
ENSG00000013275,0.82933167,6.599389124,2.870750063,0.090202822,0.267168196,PSMC4,protein_coding
ENSG00000013288,-0.555606006,4.656277191,1.492974292,0.221755554,0.433461423,MAN2B2,protein_coding
ENSG00000013293,-2.128365901,-4.685609352,1.725384781,0.189001378,0.397547843,SLC7A14,protein_coding
ENSG00000013297,-0.764051012,3.191944244,0.41796578,0.51795383,0.705087607,CLDN11,protein_coding
ENSG00000013306,1.019958684,6.077331342,4.793456955,0.028568035,0.134809389,SLC25A39,protein_coding
ENSG00000013364,-0.055133432,6.540423722,0.011704426,0.913847361,0.959230933,MVP,protein_coding
ENSG00000013374,-0.07382907,6.534596261,0.028200699,0.866637848,0.933673629,NUB1,protein_coding
ENSG00000013375,0.631520185,4.617702541,2.131377699,0.144310999,0.345687096,PGM3,protein_coding
ENSG00000013392,-0.685512127,2.220165287,2.210163005,0.137104184,0.336118823,RWDD2A,protein_coding
ENSG00000013441,-0.063914627,6.06308959,0.019670064,0.888462465,0.946209155,CLK1,protein_coding
ENSG00000013503,0.684964308,3.546755257,2.15945965,0.141694511,0.342257359,POLR3B,protein_coding
ENSG00000013523,-0.377349112,4.122379261,0.659353115,0.416788411,0.62560982,ANGEL1,protein_coding
ENSG00000013561,-0.685674733,4.87813465,2.806483927,0.093883941,0.273116235,RNF14,protein_coding
ENSG00000013563,0.041686648,2.165260532,0.005570839,0.940502698,0.972433117,DNASE1L1,protein_coding
ENSG00000013573,1.694852247,4.353409432,8.26808009,0.004034815,0.034454548,DDX11,protein_coding
ENSG00000013583,-0.61363804,5.374303671,2.157370983,0.141887271,0.342473844,HEBP1,protein_coding
ENSG00000013588,1.684857063,9.002664483,1.555515101,0.212323106,0.423280535,GPRC5A,protein_coding
ENSG00000013619,-1.740748666,1.496434953,6.564372348,0.010404043,0.068239597,MAMLD1,protein_coding
ENSG00000013725,1.418586347,2.412620557,2.60574316,0.106477234,0.292261189,CD6,protein_coding
ENSG00000013810,3.675324545,5.623098002,22.58077048,2.01491288971142e-06,6.21510693052108e-05,TACC3,protein_coding
ENSG00000014123,0.182402687,7.694194726,0.167245883,0.682571168,0.819979101,UFL1,protein_coding
ENSG00000014138,2.01350242,4.181919239,5.505770887,0.018953824,0.103661202,POLA2,protein_coding
ENSG00000014164,0.474543405,3.601259088,1.007032644,0.315614777,0.532629162,ZC3H3,protein_coding
ENSG00000014216,1.177999101,7.247302623,4.833689942,0.027908837,0.133093783,CAPN1,protein_coding
ENSG00000014257,4.026835036,3.273044111,10.78178692,0.001025037,0.012299242,ACP3,protein_coding
ENSG00000014641,0.932472825,7.243640587,3.992372142,0.045706673,0.180160116,MDH1,protein_coding
ENSG00000014824,-0.016800744,8.281309101,0.00169288,0.967180606,0.98533725,SLC30A9,protein_coding
ENSG00000014914,-1.171340368,3.989589664,5.384054103,0.020321602,0.108310265,MTMR11,protein_coding
ENSG00000014919,0.199477931,4.78430637,0.146687195,0.701721512,0.832242254,COX15,protein_coding
ENSG00000015133,1.613557307,5.844599549,6.045352676,0.013942948,0.083993275,CCDC88C,protein_coding
ENSG00000015153,-0.238006896,3.426527257,0.378253402,0.538539471,0.720575373,YAF2,protein_coding
ENSG00000015171,-1.338526747,5.780909221,10.82125837,0.001003413,0.012096413,ZMYND11,protein_coding
ENSG00000015285,1.125070833,2.061887224,1.844461467,0.174428935,0.38082731,WAS,protein_coding
ENSG00000015413,5.193511952,3.136702851,2.754379037,0.096988467,0.278002266,DPEP1,protein_coding
ENSG00000015475,1.232062775,4.028122806,4.67444559,0.030614583,0.140490411,BID,protein_coding
ENSG00000015479,0.753513063,0.460139457,1.143936964,0.284821962,0.499864737,MATR3,protein_coding
ENSG00000015520,0.492534604,-0.828967324,0.096545374,0.756015381,0.866880724,NPC1L1,protein_coding
ENSG00000015532,0.114002202,4.391732102,0.055825049,0.813220642,0.901859579,XYLT2,protein_coding
ENSG00000015592,-0.972012493,-2.28241723,0.599714121,0.438687123,0.643840805,STMN4,protein_coding
ENSG00000015676,-0.646883213,6.698061528,2.514432386,0.112808245,0.301459156,NUDCD3,protein_coding
ENSG00000016082,1.172708964,0.649733015,0.72037163,0.396022035,0.607274254,ISL1,protein_coding
ENSG00000016391,0.050796894,2.771451366,0.004701556,0.945333574,0.974747474,CHDH,protein_coding
ENSG00000016402,-0.255439261,4.431175264,0.092269789,0.76131118,0.870486419,IL20RA,protein_coding
ENSG00000016490,3.992675133,-4.207906672,1.475192608,0.224528201,0.436409806,CLCA1,protein_coding
ENSG00000016602,6.607322445,7.147750697,6.450372675,0.011092907,0.071293908,CLCA4,protein_coding
ENSG00000016864,-0.587804928,5.903158951,2.076575496,0.14957542,0.351973659,GLT8D1,protein_coding
ENSG00000017260,1.341322506,6.975806914,6.544156896,0.010522918,0.068773177,ATP2C1,protein_coding
ENSG00000017427,-2.111719547,1.663701321,5.336191274,0.02088706,0.110591329,IGF1,protein_coding
ENSG00000017483,1.592083664,4.397031839,1.691226612,0.193439354,0.402540955,SLC38A5,protein_coding
ENSG00000017797,0.119826933,6.613734398,0.066475463,0.796539377,0.892222745,RALBP1,protein_coding
ENSG00000018189,-0.535506504,4.675595683,1.719290187,0.189784439,0.398241972,RUFY3,protein_coding
ENSG00000018236,-0.48609459,4.652596571,0.152590835,0.696071657,0.828641337,CNTN1,protein_coding
ENSG00000018280,0.562097983,2.078117626,0.58028328,0.446201306,0.64945575,SLC11A1,protein_coding
ENSG00000018408,-1.104268672,6.016431796,3.897747135,0.048350903,0.187061243,WWTR1,protein_coding
ENSG00000018510,0.890445885,8.729005628,2.674073413,0.101994674,0.285697304,AGPS,protein_coding
ENSG00000018610,0.156438421,5.502389338,0.122811674,0.726004786,0.847712083,CXorf56,protein_coding
ENSG00000018625,-5.054372807,0.375450465,33.63700282,6.64171775741957e-09,3.9203981994995e-07,ATP1A2,protein_coding
ENSG00000018699,0.64971513,4.761437476,1.537571351,0.214979667,0.425572559,TTC27,protein_coding
ENSG00000018869,-2.903849891,-1.031530953,17.65118741,2.6534956368912e-05,0.000580804,ZNF582,protein_coding
ENSG00000019102,-1.737878831,1.709772416,2.120171724,0.145370244,0.347201857,VSIG2,protein_coding
ENSG00000019144,-1.43963332,4.818457313,4.637687462,0.031277122,0.142161592,PHLDB1,protein_coding
ENSG00000019169,2.525646209,1.37866265,2.766528944,0.096254681,0.276864284,MARCO,protein_coding
ENSG00000019186,0.592810808,4.870079796,0.175410072,0.675347792,0.815364739,CYP24A1,protein_coding
ENSG00000019485,-1.189262693,3.44092663,6.945328936,0.008403838,0.058817305,PRDM11,protein_coding
ENSG00000019505,6.869549774,3.105983141,3.67583104,0.055206726,0.201755489,SYT13,protein_coding
ENSG00000019549,-0.550569078,5.201796292,0.424741666,0.514580478,0.702708822,SNAI2,protein_coding
ENSG00000019582,0.567475729,10.62588646,0.368426812,0.543863042,0.724797197,CD74,protein_coding
ENSG00000019991,-2.648770689,4.210767054,15.71659292,7.35758992057174e-05,0.001382348,HGF,protein_coding
ENSG00000019995,-0.268202355,3.406305352,0.229292001,0.632049296,0.787609385,ZRANB1,protein_coding
ENSG00000020129,-0.489855939,3.673339697,1.017386362,0.313139775,0.529877159,NCDN,protein_coding
ENSG00000020181,-3.238908331,3.232865924,22.58520052,2.01027207324735e-06,6.20701777796945e-05,ADGRA2,protein_coding
ENSG00000020256,1.290644702,5.059066854,4.890579377,0.027003623,0.130511144,ZFP64,protein_coding
ENSG00000020426,1.274653115,7.016599203,4.7991997,0.02847296,0.134587911,MNAT1,protein_coding
ENSG00000020577,-2.148598042,4.872401046,10.77675332,0.001027828,0.012318315,SAMD4A,protein_coding
ENSG00000020633,1.53996836,4.981286657,2.837515013,0.092086526,0.270326168,RUNX3,protein_coding
ENSG00000020922,0.544548254,4.6855054,1.632836505,0.201311168,0.410991107,MRE11,protein_coding
ENSG00000021300,0.192443412,1.881833355,0.033611969,0.854534645,0.926705126,PLEKHB1,protein_coding
ENSG00000021355,0.756368278,7.270390038,1.130726143,0.287620504,0.503164325,SERPINB1,protein_coding
ENSG00000021461,1.029801748,-4.632662359,0.452052835,0.501361705,0.693584188,CYP3A43,protein_coding
ENSG00000021488,1.39962615,-1.088322433,1.785806965,0.181437878,0.389403243,SLC7A9,protein_coding
ENSG00000021574,0.85073884,4.996021817,2.893938297,0.088913336,0.265136411,SPAST,protein_coding
ENSG00000021645,-3.597021619,2.298098804,13.21783581,0.000277298,0.004282184,NRXN3,protein_coding
ENSG00000021762,-2.01207436,3.162458277,13.89167723,0.000193654,0.003149363,OSBPL5,protein_coding
ENSG00000021776,0.70456352,5.616341757,2.517915165,0.112559311,0.301081715,AQR,protein_coding
ENSG00000021826,0.032651706,1.629890223,0.000568938,0.980970321,0.992098758,CPS1,protein_coding
ENSG00000021852,4.830834257,-3.733591371,1.702071011,0.192017357,0.400777773,C8B,protein_coding
ENSG00000022267,-4.086228142,6.620672923,26.27649427,2.95867870234601e-07,1.13451678470383e-05,FHL1,protein_coding
ENSG00000022277,0.073404175,6.641627305,0.028096244,0.866882754,0.933763458,RTF2,protein_coding
ENSG00000022355,3.20419647,-4.544427281,1.598574213,0.206105383,0.416215802,GABRA1,protein_coding
ENSG00000022556,5.440163141,5.643184038,7.881064365,0.004995507,0.040396221,NLRP2,protein_coding
ENSG00000022567,-0.401326097,4.140283615,0.462594786,0.496413787,0.689468575,SLC45A4,protein_coding
ENSG00000022840,-0.422828049,7.300466595,1.334722015,0.247966901,0.461605696,RNF10,protein_coding
ENSG00000022976,-0.057432328,1.870123842,0.011486257,0.914650976,0.959779624,ZNF839,protein_coding
ENSG00000023041,0.531809554,5.180658408,1.687012039,0.193995317,0.403022224,ZDHHC6,protein_coding
ENSG00000023171,1.440383619,3.218578018,1.326308355,0.249463029,0.463245511,GRAMD1B,protein_coding
ENSG00000023191,-0.81721612,6.271349948,4.451690068,0.034866724,0.152093102,RNH1,protein_coding
ENSG00000023228,0.307938784,5.954451018,0.500148034,0.479435084,0.676284402,NDUFS1,protein_coding
ENSG00000023287,0.212837787,5.508408314,0.252739705,0.61515254,0.77608246,RB1CC1,protein_coding
ENSG00000023318,0.576070788,9.06789377,1.551106005,0.212972239,0.423708231,ERP44,protein_coding
ENSG00000023330,0.345854259,5.213448894,0.586202086,0.443891518,0.647395163,ALAS1,protein_coding
ENSG00000023445,0.818879404,8.615984345,0.516866813,0.472181279,0.670839457,BIRC3,protein_coding
ENSG00000023516,-0.28087485,8.002301476,0.300468328,0.58358897,0.75419383,AKAP11,protein_coding
ENSG00000023572,0.190808355,4.014410257,0.178945491,0.672281039,0.813546563,GLRX2,protein_coding
ENSG00000023608,0.616963443,6.461322142,1.022391674,0.311952368,0.528653286,SNAPC1,protein_coding
ENSG00000023697,1.20467068,5.518049103,4.209945593,0.040187626,0.166248327,DERA,protein_coding
ENSG00000023734,0.182397826,6.740567567,0.178319654,0.672821298,0.813880084,STRAP,protein_coding
ENSG00000023839,2.020621742,1.077522193,2.08812152,0.148448505,0.351067549,ABCC2,protein_coding
ENSG00000023892,2.310567417,3.903345485,13.60478602,0.00022561,0.003587628,DEF6,protein_coding
ENSG00000023902,-1.653933233,5.341048196,14.34023373,0.000152569,0.002561112,PLEKHO1,protein_coding
ENSG00000023909,2.228573527,5.201168135,5.299667329,0.021329498,0.112127529,GCLM,protein_coding
ENSG00000024048,0.322415352,5.486230352,0.585118411,0.444313032,0.647765178,UBR2,protein_coding
ENSG00000024422,-1.765477361,5.962520227,9.185837103,0.00243895,0.024010708,EHD2,protein_coding
ENSG00000024526,6.144981676,7.21585064,52.16250208,5.10925241877282e-13,8.26972840181687e-11,DEPDC1,protein_coding
ENSG00000024862,-0.493391881,4.14683908,1.472303052,0.224982675,0.436909081,CCDC28A,protein_coding
ENSG00000025039,0.640361245,4.925001674,0.681829126,0.408957582,0.619052595,RRAGD,protein_coding
ENSG00000025156,0.007109626,3.835129363,0.000233238,0.987815084,0.995323786,HSF2,protein_coding
ENSG00000025293,-0.205663411,5.907693792,0.261510786,0.60908412,0.772546562,PHF20,protein_coding
ENSG00000025423,-2.794005697,3.690813105,24.50321267,7.41860366348264e-07,2.54625355427547e-05,HSD17B6,protein_coding
ENSG00000025434,0.041935493,3.274186064,0.003950843,0.949881384,0.977208785,NR1H3,protein_coding
ENSG00000025708,3.752976199,6.116184764,15.93125247,6.56851304470611e-05,0.001260146,TYMP,protein_coding
ENSG00000025770,0.48942102,5.256824282,0.887604004,0.346127427,0.56201535,NCAPH2,protein_coding
ENSG00000025772,0.456244104,5.763309014,0.902287003,0.342169221,0.557613802,TOMM34,protein_coding
ENSG00000025796,-0.326527837,6.345947276,0.837013458,0.360252322,0.575753497,SEC63,protein_coding
ENSG00000025800,0.132720626,6.751672219,0.073413702,0.786429773,0.886095909,KPNA6,protein_coding
ENSG00000026025,-2.366745896,8.344119996,18.58161252,1.62783130992148e-05,0.000383901,VIM,protein_coding
ENSG00000026036,0.905193167,-0.435560667,1.112243931,0.291594687,0.507488016,RTEL1-TNFRSF6B,protein_coding
ENSG00000026103,-0.158295388,4.110136288,0.052111557,0.819428915,0.905331324,FAS,protein_coding
ENSG00000026297,-0.333113426,5.035694509,0.25381001,0.614405018,0.775521158,RNASET2,protein_coding
ENSG00000026508,0.078435552,8.877898929,0.013145661,0.908718958,0.956411327,CD44,protein_coding
ENSG00000026559,-1.063942186,3.051250619,1.09104284,0.296240265,0.512419771,KCNG1,protein_coding
ENSG00000026652,-1.267104906,3.529208323,3.815170911,0.050790423,0.192669822,AGPAT4,protein_coding
